"command","watt-median","L1-dcache-loads:u","L1-dcache-loads:u-square","L1-dcache-stores:u","L1-dcache-stores:u-square","L1-icache-load-misses:u","L1-icache-load-misses:u-square","LLC-loads:u","LLC-loads:u-square","LLC-load-misses:u","LLC-load-misses:u-square","LLC-stores:u","LLC-stores:u-square","LLC-store-misses:u","LLC-store-misses:u-square","dTLB-loads:u","dTLB-loads:u-square","dTLB-load-misses:u","dTLB-load-misses:u-square","dTLB-stores:u","dTLB-stores:u-square","dTLB-store-misses:u","dTLB-store-misses:u-square","iTLB-load-misses:u","iTLB-load-misses:u-square","branch-loads:u","branch-loads:u-square","branch-load-misses:u","branch-load-misses:u-square","L1-dcache-load-misses:u","L1-dcache-load-misses:u-square","node-loads:u","node-loads:u-square","branch-instructions:u","branch-instructions:u-square","branch-misses:u","branch-misses:u-square","bus-cycles:u","bus-cycles:u-square","cache-misses:u","cache-misses:u-square","cache-references:u","cache-references:u-square","cpu-cycles:u","cpu-cycles:u-square","instructions:u","instructions:u-square","mem-stores:u","mem-stores:u-square","ref-cycles:u","ref-cycles:u-square","mem-loads-aux:u","mem-loads-aux:u-square","slots:u","slots:u-square","topdown-br-mispredict:u","topdown-br-mispredict:u-square","topdown-fetch-lat:u","topdown-fetch-lat:u-square"
"stress-ng --cpu 1 --cpu-method div128 --timeout 10s",9.555,1025189618.57567,"1.0510137540353277e+18",328271863.518223,"1.0776241637772682e+17",27411.7091794098,751401800.13654,192.035801501555,36877.7490583446,19.3839513508451,375.73756997193,6.96047334902112,48.4481892424333,4.07837364291443,16.6331315712191,1027815112.41864,"1.0564039053161416e+18",78.3136039476881,6133.02056327535,329112977.7473,"1.083153521216948e+17",62.8317252881965,3947.82570269139,114.194150297957,13040.3039622724,1971449907.19613,"3.88661473658363e+18",20569567.4468861,423107104951996,4159.81085455474,17304026.3456714,3.57607385173326,12.7883041930504,1632216190.25647,"2.664129691735345e+18",16918566.95432,286237907787809,3469213815.77587,"1.2035444499570172e+19",1084.35753720165,1175831.26848603,2540.37781200266,6453519.42771542,2872357817.3821,"8.250439431076062e+18",13356780246.0389,"1.78403578540975e+20",395375648.162032,"1.563219031595469e+17",3467680814.40318,"1.2024810230579902e+19",475.79488335979,226380.771031356,17247054080.3509,"2.9746087445054856e+20",3719764335.34655,"1.383664671051616e+19",406286723.052037,"1.6506890132836262e+17"
"stress-ng --cpu 1 --cpu-method double --timeout 10s",9.7,2259072532.26476,"5.103408706033115e+18",730322532.412943,"5.333710013500542e+17",51181.2526633006,2619520624.18461,194.158931524509,37697.690690739,16.5647491087719,274.390913036559,8.14221639922802,66.2956878918577,1.98732068532198,3.94944350630862,1867579908.94735,"3.487854716303792e+18",82.3030183265489,6773.78682566024,603763533.365243,"3.645304042216828e+17",62.575157000081,3915.65027358479,1700.47417141324,2891612.40764355,883600455.016112,"7.807497641046801e+17",10688232.0768622,114238304928866,11198.3377605537,125402768.599443,2.88156712614138,8.30342910245869,882175327.362021,"7.782333082062889e+17",10691691.5127945,114312267404762,3466076321.85635,"1.2013685068933243e+19",982.937895962505,966166.907319196,2604.44640812103,6783141.09277454,2869615189.05325,"8.234691333245118e+18",7878360413.16033,"6.20685627996518e+19",731574475.592688,"5.352012133387164e+17",3472056275.52212,"1.2055174780392536e+19",476.802367505444,227340.497658797,20791214042.9328,"4.3227458137904605e+20",2446016458.62967,"5.982996515887233e+18",245094554.82757,"6.007134080612471e+16"
"stress-ng --cpu 1 --cpu-method euler --timeout 10s",9.515,746515714.03158,"5.572857112960797e+17",629850034.320806,"3.967110657339205e+17",25903.9820967227,671016288.46733,87.3261875389502,7625.8630300879,38.4198110686638,1476.08188255182,23.1438206955149,535.636436386144,0,0,734344017.226897,"5.392611356369372e+17",78.4924895375858,6161.07091380802,619580088.944548,"3.83879486616534e+17",62.2214947916979,3871.51441411329,196.37332510253,38562.4828118239,1126318218.88243,"1.2685927301864896e+18",3431.53672444001,11775444.2911805,5237.67870003435,27433278.1647935,3.67417950847284,13.4995950604817,1124079163.31483,"1.2635539653985684e+18",3281.82205477298,10770355.9991943,3470475517.46223,"1.2044200317304734e+19",936.530472831524,877089.326542038,2583.92794852998,6676683.64319435,2871937497.5938,"8.248024990085338e+18",9251992000.77472,"8.559935598239939e+19",747934455.688264,"5.594059500056998e+17",3461392045.72345,"1.1981234894197572e+19",454.256820335896,206349.258821679,17215372197.554,"2.963690399003153e+20",212424.100833478,45123998614.9116,551613.451447521,304277399817.847
"stress-ng --cpu 1 --cpu-method explog --timeout 10s",8.39,1123741404.04515,"1.2627947431653652e+18",231397792.103164,"5.35449381902191e+16",33883.457573746,1148088697.15185,119.756975356763,14341.7331466003,48.7054372405195,2372.21961679018,23.065673368917,532.025287961567,0.298310528330061,0.0889891713125601,1357539346.74016,"1.8429130779477002e+18",77.4972953289626,6005.83078330445,279533335.391682,"7.81388855951986e+16",63.8114275543524,4071.89828652436,597.472006504642,356972.798556683,660533828.564815,"4.363049386784925e+17",2959.41965951898,8758164.72114744,10390.7266449233,107967200.209519,5.66510208767649,32.0933816637965,660346787.186069,"4.360578793469635e+17",2957.12616132641,8744595.13400107,3471353830.58711,"1.2050297417131803e+19",940.061096476555,883714.865108703,2349.38534123848,5519611.48162625,3468702400.22893,"1.203189634135394e+19",4401626971.97905,"1.9374320000453456e+19",242643089.709215,"5.887566898363415e+16",3465588102.69764,"1.2010300897559427e+19",463.47774286653,214811.618132653,17243646983.0874,"2.973433612773392e+20",218293.520753658,47652061203.0277,513290.155098627,263466783321.173
"stress-ng --cpu 1 --cpu-method factorial --timeout 10s",8.57,394450386.132648,"1.555911071201951e+17",255128901.594986,"6.509075642906405e+16",65770.1390800961,4325711194.61518,125.176783072147,15669.2270202913,26.4728833352727,700.813552082959,17.5679249184153,308.631985939077,0.794384709448904,0.63104706660622,394599869.456143,"1.5570905697480512e+17",82.3769698390458,6785.96515986306,255225329.082785,"6.51399686054159e+16",62.3256716697726,3884.4893490883,640.528965281743,410277.3553649,168562174.152762,"2.8413206555106064e+16",276533.299100358,76470665511.3281,7503.16551261662,56297492.7097194,3.77899890575984,14.2808327297341,169059574.231465,"2.8581139639324228e+16",263548.174999837,69457640545.7447,3459944902.37048,"1.197121872743947e+19",969.957273487976,940817.112392228,2647.86630259704,7011195.95642892,2864601185.44585,"8.205939951657769e+18",2132784218.55572,"4.548768522920334e+18",254748581.966744,"6.489684001406689e+16",3460057667.74117,"1.1971999064094464e+19",14843998.4374802,220344289611915,17193394488.3018,"2.956128140303667e+20",606976524.870405,"3.6842050174375334e+17",2562387822.52544,"6.565831353026666e+18"
"stress-ng --cpu 1 --cpu-method fibonacci --timeout 10s",8.44,218778684.008957,"4.786411257669106e+16",109398394.190405,"1.1968008651439238e+16",29883.5912297428,893029024.786361,187.186682195722,35038.8539914422,20.2535144185519,410.20484630249,10.0346684870631,100.694571645257,2.28620841442502,5.22674891418776,217846722.417967,"4.745719446825076e+16",75.9825135070286,5773.34235884578,108932446.423317,"1.1866277883768828e+16",61.577379838767,3791.77370780779,313.694450958507,98404.2085621592,2636338495.82557,"6.950280664571829e+18",26630737.0333219,709196154937942,5182.58928862337,26859231.7345537,4.17673550715201,17.4451194967044,2140244045.1629,"4.5806445728552535e+18",21619789.2561236,467415287479197,3463416731.27302,"1.1995255454461889e+19",908.371200266051,825138.237472786,2515.24821426832,6326473.57937997,2867564049.12094,"8.222923575810882e+18",8562348818.42588,"7.331381728839907e+19",108433720.328109,"1.1757871704194558e+16",3464966184.60958,"1.200599066048787e+19",489.516773973089,239626.67200102,17236461074.2785,"2.9709559036511794e+20",3785066374.26886,"1.4326727457620812e+19",1419813939.20038,"2.0158716219477005e+18"
"stress-ng --cpu 1 --cpu-method fft --timeout 10s",12.83,3929111550.48592,"1.543791757616187e+19",1720853481.43243,"2.961336704558115e+18",78673.7476074409,6189558562.59931,275.358235261978,75822.1577265908,99.0837258581857,9817.5847299401,96.0076961467018,9217.47771939742,3.2832338636323,10.7796246033019,3921618167.01219,"1.5379089047840047e+19",55608.6417592439,3092321038.30792,1717571313.92536,"2.9500512184192876e+18",298.618974365247,89173.2918509521,33294.0461204082,1108493507.06787,2124929385.6944,"4.5153248941875804e+18",995111.12996167,990246160973.592,49073524.6697014,2.40821082350779E+015,0.0971696557577688,0.00944194200008329,2132531105.49975,"4.5476889159239854e+18",969180.925086351,939311665551.235,3472113082.83728,"1.20555692600098e+19",1036.79263786152,1074938.97392385,3186.89502430849,10156299.8959622,3469284667.79613,"1.2035936106205305e+19",16886800926.1668,"2.8516404551998787e+20",1712951815.5868,"2.9342039225221146e+18",3471114627.76497,"1.2048636759083946e+19",495.99878715671,246014.796860927,20773589208.0416,"4.315420085844624e+20",163132670.295399,"2.661226811770736e+16",81977799.0353536,6720359534680822
"stress-ng --cpu 1 --cpu-method fletcher16 --timeout 10s",8.465,341132225.821588,"1.163711954939909e+17",2054067.51459364,4219193354508.89,23854.7923956624,569051120.240153,97.1672707643245,9441.47850778755,9.12672802228646,83.2971643927889,20.3781377886136,415.268499731722,3.28103092977542,10.765163962143,342243195.590788,"1.1713040492819437e+17",81.8074280616434,6692.45528606096,2060271.50651594,4244718680561.46,65.1280778049731,4241.66651857063,119.240168410479,14218.2177625594,319755562.986779,"1.0224362006099198e+17",595661.456693113,354812570989.761,5363.7640578207,28769964.8679692,5.16950825492563,26.7238155977442,319679805.124528,"1.021951778044562e+17",595734.500965587,354899595640.717,3470591615.03637,"1.2045006158360758e+19",967.26597334406,935603.463189232,2588.94248210022,6702623.17562325,3468000550.11527,"1.2027027815599817e+19",7635720250.7416,"5.830422374758536e+19",1922859.04358691,3697386901503.97,3472815988.43937,"1.206045088956012e+19",479.765393880086,230174.833164914,19356905964.3135,"3.746898085112755e+20",206664.153155309,42710072199.401,506058.957013807,256095667973.902
"stress-ng --cpu 1 --cpu-method float --timeout 10s",9.345,1076136798.63782,"1.158070409382456e+18",274540196.511454,"7.537231950054778e+16",32120.1916159727,1031706709.4468,168.052049106059,28241.4912087453,36.9175521202788,1362.9056545535,5.55587102525271,30.8677028492426,1.29133088406699,1.66753545214523,892582873.16106,"7.967041854604529e+17",76.3972738244878,5836.54344781377,227716713.519291,"5.1854901616026856e+16",62.783064763485,3941.71322109595,1344.52135252806,1807737.66740388,593700859.221583,"3.5248071024044595e+17",11166362.0282133,124687640945124,6383.64370517444,40750906.9546132,1.98816452915112,3.9527981949747,595243483.068672,"3.5431480413572435e+17",11313849.8342928,128003198072927,3462328879.94526,"1.1987721272902998e+19",955.312406219863,912621.793477585,2440.79839893994,5957496.82426777,2866684073.15381,"8.217877575273719e+18",3194892997.97839,"1.0207341268531345e+19",227497983.115389,"5.1755332321569816e+16",3467327540.68984,"1.2022360274426253e+19",533.136282003821,284234.295188858,17225804939.217,"2.967283558039528e+20",1823921645.25824,"3.326690168041525e+18",540857750.701512,"2.925271064938989e+17"
"stress-ng --cpu 1 --cpu-method floatconversion --timeout 10s",9.385,819742147.449279,"6.719771883047555e+17",409902024.321073,"1.680196695425135e+17",23760.5819186563,564565253.113177,90.0197557454146,8103.55642446411,47.2114310580582,2228.91922254978,24.7550079291569,612.810417572621,1.78979273340206,3.20335802853882,990888025.363987,"9.818590788097413e+17",75.6492794537178,5722.81348186669,495479540.920921,"2.4549997547120666e+17",63.641845416558,4050.28448802506,520.34560818143,270759.551953702,495638195.359396,"2.456572206991188e+17",9570.89699890532,91602069.3636549,5203.43091401554,27075693.2769326,1.98584881031946,3.94359549744721,494359026.217913,"2.4439084680312317e+17",9981.5654432516,99631648.6979145,3472405400.62596,"1.2057599266296332e+19",903.748277685657,816760.949419791,2569.88818721883,6604325.29480688,3469754700.29764,"1.2039197680237564e+19",8952169571.51163,"8.01413400370987e+19",471254028.065546,"2.220803589680024e+17",3468644887.18374,"1.2031497353385902e+19",444.043771385133,197174.870905932,20816263179.4153,"4.3331681275468114e+20",210790.6174253,44432684394.5392,621163.420297375,385843994715.533
"stress-ng --cpu 1 --cpu-method gamma --timeout 10s",8.515,49909471.0270185,2.4909552981968E+015,60113.6603550359,3613652161.28062,27204.3653891294,740077496.225262,121.954482128541,14872.8957112406,45.7904755302074,2096.76764928252,33.4878067381,1121.43320012834,0.298157380190805,0.0888978233622443,46301746.2330792,2143851704232464,78.5781424115785,6174.52446485431,60096.0969539065,3611540869.09333,61.6157130636031,3796.49609633627,399.828953371443,159863.191954104,138250711.313486,"1.911325917868485e+16",2687.08745812004,7220439.00758602,5906.66710830644,34888716.3283492,4.37303786015215,19.1234601263241,138725538.612798,"1.924477506341091e+16",2789.30384932194,7780215.96384219,3463495829.41436,"1.1995803360370665e+19",913.163094936213,833866.837953483,2401.074354258,5765158.05467547,3460715706.16714,"1.1976553198911926e+19",1497244702.38223,"2.2417416988116526e+18",60083.437673636,3610019482.6817,3466271464.57184,"1.2015037866105008e+19",479.813802033875,230221.284622203,20815870692.5988,"4.3330047269099366e+20",213310.24061625,45501258751.7625,11182951370.0954,"1.2505840134591858e+20"
"stress-ng --cpu 1 --cpu-method gcd --timeout 10s",8.43,119373.302702628,14249985398.1333,68763.2776385337,4728388351.59407,27022.9198683459,730238198.211044,216.144479961334,46718.4362177555,42.2491382679741,1784.98968438639,14.2179218743975,202.149302426471,1.98898281074827,3.95605262145209,120046.441666217,14411148156.7204,74.9313220008464,5614.70301679453,69467.912592379,4825790879.94241,60.3448238872075,3641.49776997809,152.457099924077,23243.16731726,294728205.175546,"8.686471492599874e+16",19817774.371601,392744181043685,5929.87907687912,35163465.8664088,0.394378116703656,0.155534098934723,244609861.423623,"5.983398430568405e+16",16379769.7090316,268296855720909,3461070707.1794,"1.1979010440095312e+19",929.008458611161,863056.716171085,2588.04403453429,6697971.92468853,3458467605.66425,"1.196099817942901e+19",2072719973.10348,"4.2961680869020913e+18",68828.7161962176,4737392173.21947,3464024707.83025,"1.1999467176458447e+19",461.681449080478,213149.76042505,17245530784.7354,"2.9740833204725645e+20",5274752094.4841,"2.7823009658264404e+19",270985783.089386,"7.343329463656774e+16"
"stress-ng --cpu 1 --cpu-method gray --timeout 10s",9.085,675914.83501879,456860864198.478,320971.097943687,103022445715.176,24729.5174521399,611549033.415692,181.061236957027,32783.1715284087,29.2493568242833,855.524874634248,6.7435841393822,45.4759270449272,2.58152503088662,6.66427148509416,587529.418980493,345190818167.556,77.0053060639763,5929.81716200667,280298.982135816,78567519386.3745,62.7907174857971,3942.67420238119,104.57672998027,10936.2924533663,362741383.891722,"1.3158131158768165e+17",62307.7780504875,3882259205.58881,6139.75782823239,37696626.1893409,2.6831467573681,7.19927652157495,360284975.305935,"1.298052634311982e+17",46079.964836429,2123363159.32653,3469311452.62844,"1.2036121955338856e+19",927.936787687693,861066.681944155,2349.7264030131,5521214.16901688,3466565113.42925,"1.2017073685644747e+19",10843441431.1069,"1.1758022206984564e+20",319864.839860584,102313515779.037,3462462973.88432,"1.1988649845519847e+19",495.85206838203,245869.273718737,20802495625.3737,"4.327438242436919e+20",210829.477908706,44449068755.2576,523275.229294503,273816965593.215
"stress-ng --cpu 1 --cpu-method hamming --timeout 10s",9.59,348588770.245632,"1.2151413074136202e+17",348545098.644132,"1.2148368578884771e+17",27696.6631123446,767105147.55871,206.439205827106,42617.1457025262,13.4024145758573,179.624716463152,12.3249149213118,151.903527817574,2.28681149530778,5.2295068150718,348186242.555081,"1.2123365950462571e+17",76.304506423554,5822.37770054219,348142562.5643,"1.2120324386883754e+17",59.039627301051,3485.67759184701,594.777405402898,353760.161977803,772605366.924052,"5.969190529998491e+17",3347.12691984537,11203258.6175536,5253.89433791708,27603405.7139971,4.96867638775592,24.6877450462432,778754089.039751,"6.064579311961325e+17",4266.4243261042,18202376.5303737,3472113396.81853,"1.205557144036671e+19",889.065092407632,790436.738537791,2624.86003005921,6889890.17740244,3010826014.72405,"9.065073290939105e+18",17234950797.8404,"2.9704352900397944e+20",307826579.065289,"9.475720277903864e+16",3463981732.16909,"1.1999169440801167e+19",474.626748893028,225270.550764765,20803890359.1705,"4.328018540763873e+20",206246.930285789,42537796252.3111,515487.206498789,265727060063.925
"stress-ng --cpu 1 --cpu-method hanoi --timeout 10s",10.55,2553565316.45535,"6.520695825403711e+18",2552922191.18004,"6.517411714219496e+18",25653.0594923755,658079461.319357,186.943383051508,34947.8284667428,16.198301094127,262.384958335996,5.86556089648976,34.4048046304298,1.69089646849553,2.85913086717066,2566739607.06517,"6.588152210477062e+18",77.6904760219999,6035.81006452494,2566093426.72204,"6.584835474666063e+18",63.081301731444,3979.25062813348,181.984342656263,33118.3009720322,2344675730.4679,"5.497504281045179e+18",71108.5031992206,5056419227.23357,5630.7758241495,31705636.3818265,4.07687053004991,16.6208733187894,2827393322.05339,"7.994152997592105e+18",100179.725440803,10035977389.3947,3463928627.25232,"1.1998801534698142e+19",908.810488017901,825936.503131335,2345.86101142426,5503063.88492045,3461164677.37825,"1.1979660923930886e+19",13332855080.8974,"1.777650246082116e+20",3085044771.24482,"9.517501240585005e+18",3469505922.97584,"1.2037471349564436e+19",507.315020786865,257368.530315977,17220925642.4237,"2.965602799818861e+20",209861.338543154,44041781415.1243,3376792763.91436,"1.1402729370424383e+19"
"stress-ng --cpu 1 --cpu-method hyperbolic --timeout 10s",9.495,844605261.026065,"7.133580469529074e+17",283945125.911592,"8.062483452894984e+16",56461.6676727701,3187919916.39033,206.657504231184,42707.3240550618,58.0655822002326,3371.61183625197,6.64722871361976,44.185649571171,0.198639343344223,0.0394575887242241,1020506631.4147,"1.0414337847613784e+18",81.2759477486867,6605.77968244725,343075563.681924,"1.1770084239566987e+17",56.8528999171061,3232.25222898448,4765.12731946966,22706438.3707561,698058790.57431,"4.872860750980683e+17",24443.754278519,597497123.228616,9750.32745247449,95068885.4304777,2.38296172650998,5.67850659001143,697706307.553882,"4.867940916004722e+17",21976.3287972839,482959027.40633,3471085512.39822,"1.2048434634380814e+19",992.329147792825,984717.137559234,2492.13928539147,6210758.21779151,2873934594.72012,"8.2595000547291e+18",4602185895.67709,"2.1180115018369135e+19",343235803.15836,"1.1781081656976445e+17",3471132928.29477,"1.2048763805892223e+19",413.007644968813,170575.314802685,17191615123.9219,"2.9555163056906024e+20",1213610226.14413,"1.4728497810016064e+18",2292458085.19186,"5.25536407236153e+18"
"stress-ng --cpu 1 --cpu-method idct --timeout 10s",9.505,1691692967.44858,"2.8618250961149824e+18",571442396.923759,"3.265464130019709e+17",45502.4931439271,2070476882.31313,208.507823148758,43475.5123142338,14.3175191515624,204.991354655356,14.822834616452,219.716426066688,1.69141585997464,2.86088761137375,1694546821.39435,"2.871488929897695e+18",74.9603958820779,5619.06095079784,572406551.347089,"3.276492600250677e+17",63.1497953776956,3987.89665624482,6939.9279549509,48162600.019909,753287623.995632,"5.674422444649847e+17",1074894.60100683,1155398403273.63,7358.29764239823,54144544.1941234,4.56555513117889,20.8442936558339,750766560.655506,"5.636504285984976e+17",1069530.84057716,1143896218945.69,3469308611.56951,"1.2036102242310361e+19",917.444826496898,841705.009665923,2418.1719211179,5847555.44008304,2872274828.06922,"8.249962687960068e+18",6403022700.61237,"4.099869970455732e+19",570962028.489598,"3.2599763797695654e+17",3461852154.84782,"1.1984420342024493e+19",524.759042189409,275372.052359546,17233689136.8003,"2.970000412638687e+20",135364659.386753,"1.8323591010891656e+16",495850.579065593,245867796759.684
"stress-ng --cpu 1 --cpu-method int128 --timeout 10s",8.525,191504930.521086,"3.6674138413885976e+16",191420217.795697,"3.664169978095207e+16",27349.8870392777,748016321.06125,181.391515897785,32902.8820396964,35.8095219832266,1282.32186466719,5.45399193268014,29.74602800174,0,0,158460862.450958,"2.5109844928701436e+16",76.6712916856159,5878.48696874079,158384422.810158,"2.5085625388906904e+16",62.3982735975802,3893.54454795847,96.5648239942047,9324.76523303173,48017880.2791801,2.30571682650567E+015,49734.2829568195,2473498901.22899,4151.08506231277,17231507.1945562,5.06755311938709,25.6800946178098,39857648.8320838,1588632170421711,41512.7384806432,1723307456.16227,3456419798.28923,"1.194683782200576e+19",874.483469567841,764721.338547409,2329.1942969498,5425146.07294347,2861638799.06576,"8.188976616318525e+18",8918058927.05547,"7.953177502643375e+19",158475488.541565,"2.51144804684877e+16",3469029619.51743,"1.2034166501089243e+19",422.331706448247,178364.070271488,20771277753.4197,"4.3144597950970816e+20",207197.690424283,42930882917.157,515008.800912567,265234065017.4
