"command","watt","L1-dcache-loads","L1-dcache-stores","L1-icache-load-misses","LLC-loads","LLC-load-misses","LLC-stores","LLC-store-misses","dTLB-loads","dTLB-load-misses","dTLB-stores","dTLB-store-misses","iTLB-load-misses","branch-loads","branch-load-misses","L1-dcache-load-misses","node-loads","branch-instructions","branch-misses","bus-cycles","cache-misses","cache-references","cpu-cycles","instructions","mem-stores","ref-cycles","mem-loads-aux","slots","topdown-br-mispredict","topdown-fetch-lat","cstate_core/c1-residency/","cstate_core/c6-residency/","cstate_core/c7-residency/","msr/aperf/","msr/mperf/","msr/pperf/","msr/tsc/","uncore_clock/clockticks/","unc_m_clockticks","unc_mc0_wrcas_count_freerun","unc_m_dram_page_hit_wr","unc_m_vc0_requests_wr","unc_m_dram_page_empty_wr","unc_m_cas_count_wr","unc_m_act_count_wr","unc_m_prefetch_rd","unc_m_dram_page_miss_wr","unc_m_pre_count_idle","unc_m_act_count_total","unc_m_pre_count_page_miss","unc_m_act_count_rd","unc_m_dram_page_miss_rd","unc_m_cas_count_rd","unc_m_dram_page_empty_rd","unc_m_vc0_requests_rd","unc_mc0_rdcas_count_freerun","unc_m_dram_page_hit_rd"
"stress-ng --cpu 2 --cpu-method intconversion --timeout 10s",12.3,6814007.29312597,3857089.10774322,499617.528196701,41210.1258682438,2113.16903810143,38262.6620695091,21663.2377219563,6892719.20994116,478.385842837315,3883319.23040362,8311.25869103842,262.657208881912,170532909.674291,19334.6711809418,109772.924572424,313.701359002122,170485761.56908,19435.265781321,6954782467.85709,45454.5280281543,136611.779921957,6482209309.1721,9449806147.81405,3824106.89760698,6952731546.62833,41642.3578881016,38229951002.0603,836454.36904247,3842414.73497684,85652540.3913867,27893389629.1798,10295435125.693,6021032479.79626,6957252717.60456,6018733290.1871,6954586749.9505,2887123338.49782,2391021563.63183,25153.8600611886,17368.9811653235,44646.9166200674,27184.8494482336,44648.2113311516,12639.6667558998,42440.2236006341,3170.20188684694,27046.6253102567,43120.0648586537,12424.5198376025,30918.2898432343,2957.69261014889,110538.371051696,33570.9744185561,91457.7816350313,46688.8102289857,57810.9821518987
"stress-ng --cpu 2 --cpu-method ipv4checksum --timeout 10s",16.175,2685917410.54376,358999193.353253,371113.185592312,42253.9386114631,1379.92697631227,39799.0782445547,22444.8636883388,2653065225.31743,346.076331183434,354556511.656518,8224.82901620411,670.716855325577,3083958473.24412,66350969.3596932,87164.8636428633,271.225542714678,3130519971.56114,62980923.728364,6956546351.16399,45720.3434524669,140616.935433278,6131236496.81832,29385165520.589,394630622.225011,6955383282.0137,42972.8525521321,34541276826.1687,5820373451.8487,1221735841.82803,66528844.1976148,27945434050.5667,10357175174.2357,6350826469.55667,6948925607.92426,6348969589.26647,6955180775.00228,2887638919.78582,2390317224.29459,39416.276443045,24037.2713368621,60591.8375349374,36081.2900664627,60586.3592937597,23231.7267688305,42456.3435130326,2603.09136189943,22300.2172359946,37914.6867302086,10650.2452054469,26407.0930583464,2388.82608043825,91697.7873483577,49245.4346852405,118560.385967031,61130.9313320674,71738.4186575982
"stress-ng --cpu 2 --cpu-method jmp --timeout 10s",14.09,3020521143.59056,6027586048.67921,358931.398866851,37495.457823347,1456.67566498902,35715.3415159919,25341.3854734416,2880615488.02698,364.971526683739,5747996986.17625,8226.97533732034,232.574031930605,5013838443.40225,280423.157281969,111549.960009813,280.521454264139,5015931767.15422,280954.363879065,6955092216.78414,49201.9177055184,132576.293625772,6353245717.27966,30341469416.3054,6933146420.44969,6955261519.35468,41941.6314686094,36889169721.9578,855610.951919219,3926468.02847858,3468416172.73177,27925128085.0566,13829270232.8922,5756517014.61549,6949586694.41078,5755443353.26191,6952666277.71531,2886410503.78897,2390254915.89791,24216.9837619668,16613.4016428359,45211.3167844757,27547.0942814476,45210.9186748752,13225.5990392909,47856.3055666431,2780.54815599523,24976.7560821449,41731.3156016236,10578.8465293185,24736.5939250563,2300.51568424711,90540.0669057075,30843.9540328768,84898.4952254454,43509.0556152184,54124.866344104
"stress-ng --cpu 2 --cpu-method lfsr32 --timeout 10s",12.375,7557646.09285663,4361171.49690988,363529.628086725,41996.3211841723,1123.00097417131,39019.340104248,22235.7372784263,7571336.00873079,396.199983760511,4381319.24985783,8240.68099857769,303.496281357972,181528466.336268,99540.3208033297,79138.5932087169,316.147751325289,196287900.774365,108907.237094031,6955199386.8804,46007.884092282,133789.39722451,5757781706.31498,8819374475.18426,4368276.32937795,6952080571.84549,41875.1325785406,38079183198.3941,731806.279291654,3653635.4046179,207522886.753988,27904291438.6631,10375673224.5802,6354921458.12147,6953283357.15275,6352327701.82292,6954335500.34736,2884584270.40062,2391199298.19605,24087.2054047673,14820.68051105,44393.8792802699,27735.4654916038,44425.2593123438,15679.0579305121,48579.3394959207,3445.01195724177,33655.0708471811,51804.7494941061,12846.5599820731,30825.62683211,2979.35861728085,104219.169924518,39010.7212243874,100305.116763494,51473.3217592143,61356.1413763883
"stress-ng --cpu 2 --cpu-method ln2 --timeout 10s",13.94,1279443418.82173,1275509264.34587,354654.15045726,40867.9619602634,1550.45517235886,39443.2892411229,21640.1501886419,1280288768.40004,357.922034889235,1276314537.96012,8227.73526120586,189.345410769975,324689692.378613,216536.306301791,83212.6862162905,391.029758510964,324753694.638034,216217.981138018,6956710422.8129,45157.8667519471,130461.80449455,6354120444.50496,8449091223.96034,1407753777.73283,6949768062.20776,43115.5970974074,38109613358.0569,842383.052474751,3755711.78277501,3527774346.17999,27894473477.6416,10372091557.2906,6349494555.09063,6947481586.36052,6347253518.92079,6958886734.97599,2887665226.79571,2388792309.09039,21675.2298260473,13374.4316818923,45288.5791312643,28373.2783354959,45290.3726318141,16453.8729598931,49096.7384228757,2892.05289839189,27888.0515502397,41654.5501997828,11862.5952626907,27974.4501569022,2558.31406085581,94555.208068486,32589.867955488,89679.2792501098,45421.8148767707,57116.0910086198
"stress-ng --cpu 2 --cpu-method logmap --timeout 10s",11.87,7331273.34338743,4113417.99197674,362443.965543129,41977.0239741724,1605.10789017145,37608.5074953696,23953.9127973652,7380494.61116181,348.132348571866,4115436.42465272,8223.03708958307,376.206348551301,85049400.8998587,53513.0664149277,100276.191597775,304.26218962321,85057995.8376741,53935.842443472,6955354639.07685,49129.3124147427,136081.31007665,5758762168.9757,3918875551.14854,4052114.27522399,6949682563.38985,42873.926222814,34556288548.9219,742378.23261735,4146997.68946547,3509603766.40925,27858816243.9622,10349628424.6365,6946434926.87947,6948793330.79818,6945071917.19546,6950348973.4645,2888150877.59919,2390188655.57685,26741.6415686377,18517.2133924266,43562.6992958511,27047.2601652246,43568.0761284332,15266.0225521168,39629.8018377514,3087.11946471913,26223.3354614793,41989.9836964769,10592.8629259399,24477.539793714,2424.85544299885,90108.5282738757,30552.2094576251,83865.3940906866,42833.658746129,53240.8646380623
"stress-ng --cpu 2 --cpu-method longdouble --timeout 10s",16.14,2642592844.87351,1128038392.84157,558041.897850634,45033.159038943,1451.34243363256,37712.8394505566,21572.4565688249,2913707942.62322,503.796898972599,1243700424.25457,8265.11331830076,9190.59318783849,2034310569.43087,5139870.8585144,149083.985338824,244.228878977375,2033470501.5048,5124415.20738313,6952626877.81575,47583.2622560604,149042.918455603,5755625249.71386,14299184029.1411,1241915785.55043,6951656234.45266,42510.3804863141,38112344040.9755,1942161806.71971,899573967.927519,73644802.9904318,27889196280.5164,13862351705.3984,6352092235.58119,6949937757.02112,6350994156.39595,6952765687.12399,2886587467.39907,2390393781.73451,46768.304306422,31363.0656043104,46730.0133843298,27782.1308641246,46730.4119158561,13506.9308571313,39750.6396068595,2909.89567675134,25130.7179345062,40679.9529770721,12413.561833065,30660.0441303357,2825.79720435663,109765.329173481,34286.7890291469,92307.599271653,47135.4374072607,57903.4378037331
"stress-ng --cpu 2 --cpu-method loop --timeout 10s",13.06,3134277175.84907,1567746276.04212,348100.318654014,39697.4950561354,2442.04037741595,36917.6823336037,25429.5458717509,3129470978.35488,353.92732724276,1565325740.91728,8220.93371119283,355.916710224778,787624357.753669,61461.5779863333,95733.7432157521,308.491273205882,787597161.004081,61955.9601409905,6958839462.90848,46029.8067105271,135662.034989949,6356170956.0851,8640453318.59871,1726671457.44799,6953893453.76645,42891.8077376862,38066910210.5915,877263.328761904,3792817.3229949,259898528.068555,27932575628.8683,13820819502.3896,5761208615.66279,6955164374.21056,5759118520.9762,6951766392.87735,2884905022.88574,2390198952.24142,22163.1789063433,14238.9438673965,45313.070208093,28021.3689350833,45313.5683356539,14312.2010801625,47558.0186225952,3200.65557964108,32111.8398641194,51006.1963481737,13487.3079320059,32527.4865618765,3050.65672065796,107864.98902157,44728.2063809989,114652.333405321,58727.3121165206,69265.1803858352
"stress-ng --cpu 2 --cpu-method matrixprod --timeout 10s",18.665,3651171418.6485,73929148.1702716,360495.895363192,58405.8228225265,1408.56585931722,44219.1550995471,23692.3518787877,3707583811.24,490.672630669008,75012155.564476,8691.41874061802,219.847746071387,1818227250.83204,14053844.7901675,1787369564.11437,291.742128921884,1817994083.9855,14052549.5507264,6954382306.32636,49457.7611658339,181214.886828889,6782376769.10475,14988845687.6494,73619368.7484375,6954749896.50403,44924.4496999775,39718858852.1178,1090200183.00732,1560030955.00797,342119031.505386,27906295138.8733,10397170619.8712,6777957474.59846,6947636833.72627,6765719696.58438,6954900031.85271,2887087277.96108,2390242435.92619,26264.4947058243,19017.3088735717,46851.2729040323,28402.980018618,46851.1733482009,13676.7810001427,46700.7004476772,3517.54481671686,34709.564027161,55245.5296819525,10011.9202311117,24687.599093099,2570.22043389619,95114.9848191556,37184.7009401578,97091.5427766256,49658.6016951846,59803.8324333699
"stress-ng --cpu 2 --cpu-method nsqrt --timeout 10s",14,21681369.6907031,17666832.0126654,473666.119093165,38434.035830903,1840.34252129511,37758.4092209155,24410.462921304,20161851.0834589,360.041755846084,16313482.7153537,8225.6075669037,377.556930679928,2158974657.80136,58710.8979959909,107244.161415905,320.559053961182,1958839433.34942,41617.6104363817,6955814766.18652,45340.6181351724,135925.017992304,5758369911.37244,10485297667.1455,16353468.3747465,6951890422.18421,43471.8261731249,34563850590.1124,879592.421410862,3787794.17894782,92184564.857143,27882266009.6126,13861069185.3565,5758488903.3586,6952010635.56836,5756627717.89101,6958316532.85143,2886804378.02764,2390954707.29848,22357.433952391,14692.2386464601,47505.1868578684,29136.38178257,47504.7883871006,17365.3560640915,41803.7072611392,2532.81531317223,23151.0199312093,36599.9882851741,10212.1106367548,24562.5500008815,2299.91194441781,87602.2715293657,35162.6220280353,93628.5045290316,47777.3068096249,58374.0444402225
"stress-ng --cpu 2 --cpu-method omega --timeout 10s",13.79,278586996.787035,132742774.149316,489645.980433625,40258.0055448043,1498.5375297019,38429.3744089974,24353.8928961758,278940406.776783,343.51287294896,132910190.752812,8216.3948046505,188.054671340136,270212184.607464,136300.674020137,83489.7140283456,426.763894470856,245125481.849489,124891.023223395,6958141231.83359,49070.4662422885,147228.406278424,5760393739.34528,2020702552.00938,139527129.206986,6951277651.97043,42152.3394728018,36084747203.0092,1414609502.93071,2548594493.34229,101356766.702419,27924242426.8135,10402817072.4493,5755650294.04999,6948346138.62501,5753455368.96041,6959302931.81265,2884738001.43998,2388788484.95682,21626.9885314346,13257.5369532472,45111.4083409124,28099.2987136823,45110.1135157933,16203.9395490962,40145.2477936142,2871.55175713046,24987.7495422156,39540.6371874267,10974.3955937694,26149.2337059088,2459.07255130067,94883.9468387042,38992.5815835941,103124.057444245,52191.2576270124,63914.2669585041
"stress-ng --cpu 2 --cpu-method parity --timeout 10s",14.05,7527791.07497103,4239506.04997291,364862.124830998,42869.2310537526,2117.27390371889,39380.3604008211,21553.5780157399,7508762.60712591,530.582277073259,4227405.19603288,8233.22125877816,663.618891679658,3707562630.64785,14369494.4342443,86671.1521065462,346.297340313415,3517869645.76269,12283739.7159417,6958628836.01145,50030.3662080333,135292.419523749,5760437543.1413,17011554019.0802,4240174.82266227,6952364492.3052,41978.1393539981,34511579293.3296,2435075379.50795,6222964932.94468,3534033633.80625,27867297913.4738,10392771621.4054,5761858976.82166,6956322816.09619,5758827131.9339,6955677578.63301,2886783530.71612,2389362202.49438,23840.0144179815,16116.0640048121,42888.2795797482,26673.9268891391,42888.7777685818,14304.4959782422,45156.0401113967,3293.80030986587,35067.3698003406,55591.9190066739,11094.4236246915,24992.8524519073,2420.29188936454,89900.055704373,31566.0445741268,84737.9551717091,43247.5854628858,52857.6952436904
"stress-ng --cpu 2 --cpu-method phi --timeout 10s",15.11,620231777.728468,361670051.478072,433741.784383376,40860.4005733466,1035.20408390865,38779.4585058562,24580.7555106849,619740815.099139,377.655893911815,361398996.698678,8226.23981756911,365.516584583712,7007718227.71266,31734.5869042568,81903.8239667072,444.52031276742,7007547554.94742,50005.1570704129,6954983035.13602,49317.2475347428,136371.297514765,5757847639.36902,30824045370.224,361301989.743174,6948806511.21681,42966.9844683159,34524569311.6449,834749.063244921,3942756.79463552,3511578211.42341,27902370451.9251,10392717448.6792,5761284153.91487,6955348292.5965,5759221134.7319,6953808351.45656,2887806220.97366,2390918080.48844,24056.7674196711,15691.4702693897,50756.515866683,30815.6449257874,50757.1135459347,16778.6496332984,43180.1534479475,2772.53483214155,24538.2977204913,39429.2936766535,10329.7704050949,24208.5626124997,2092.9515521327,84974.1916545802,39724.796794547,108044.310034205,55006.913777678,68449.8247838766
"stress-ng --cpu 2 --cpu-method pi --timeout 10s",14.055,854428714.99323,570861649.617893,555895.405355559,40151.3497622924,1201.80829719478,39677.6631641755,21809.2624782203,774392018.849301,393.310052538849,517329050.694714,8216.79240602062,725.529975699629,321125583.834698,16773.5809934185,81459.1812371357,354.586228551987,321360657.887548,17570.900427512,6955376801.54772,48218.1749829145,139496.213259854,5758169676.69519,4678263716.00104,570427855.534159,6955847359.17169,32034576.745111,38068725167.6978,1790766067.57026,5970392478.77147,3518243723.36339,27944495398.6414,10355015845.3999,6356784426.63024,6954471941.81238,6354805888.96501,6955735642.80308,2887631222.50528,2391228006.93523,25105.7925810612,17325.6543641065,44654.5066041223,26995.006125074,44654.9050720416,13197.8551872649,40065.2906694674,2935.60737765312,26269.3909428212,40267.8872408153,10500.1288857602,24976.3915746963,2285.89344779502,96256.3444436534,37062.8943658833,97037.2331728838,49718.5216909158,60286.6906296643
"stress-ng --cpu 2 --cpu-method prime --timeout 10s",13.315,6878325.56287243,3842624.41939748,474583.03682797,41045.5718436705,1658.04154917389,36576.3925996104,24471.9141333596,6817380.55055244,370.815555829311,3819031.19942439,8241.17436024514,241.541526626742,1689949256.40043,31211405.6358648,120294.439446871,435.971746440524,1530147823.48611,28579274.179987,6958718017.3131,49310.2880697651,138285.613906362,5760819546.21116,7306550748.76483,3836215.2257568,6955117624.70111,43061.9583075993,38104499873.472,5674579043.17509,1048926648.15555,3522888667.29997,27853191871.3079,11885035727.7529,5762375724.88341,6955887562.65509,5759571696.82472,6955867222.30955,2887746151.49861,2390873736.21384,24015.3672224959,16819.3448603659,44635.6936507979,27442.8869779532,44637.5845341009,15418.9590942413,44856.509069772,2822.34069738187,24864.5306631339,39391.9346911337,13443.3589764843,30963.5442839587,3079.45437640454,109580.554556217,31744.0735822011,85985.2935758553,43911.5706993566,54081.7060413396
"stress-ng --cpu 2 --cpu-method psi --timeout 10s",14.045,114011020.139609,62295272.6190851,492303.312911121,40375.9675554181,2503.57750078854,35887.4285088206,21981.3607334377,114206278.38203,375.335167672126,62426238.2116366,8222.58361763073,216.008396983961,2056520195.3549,10587221.6479326,107094.558715353,317.782369617976,1901567324.76781,9790938.64281134,6952541222.00805,46341.7361098333,134566.522135761,5755851155.13401,14748291369.0568,62252131.9267864,6949355989.47658,42877.2546718639,41697995231.1626,3432155789.01713,1147525664.0554,3519044017.49606,27547470441.7138,10426555973.044,6352408600.66662,6950517743.39123,6350075159.90645,6950623670.54819,2887141465.93935,2391006797.69588,22439.1241488088,15319.1715509854,48060.1881186019,28900.7602391121,48057.2994072451,16365.7451652337,43671.4667929058,2785.15762143278,25822.3657496872,41600.8072683962,10010.2038423592,25076.4636523456,2330.73670524226,88932.8915189266,33106.7671600378,89255.3646962496,45515.2700447389,55741.7221978637
"stress-ng --cpu 2 --cpu-method queens --timeout 10s",16.795,2114842090.44815,2111674750.8721,383105.182860526,41118.646404366,1651.22232923628,41089.3253553607,21990.4885738,2197214957.51252,341.277924327649,2194202832.28952,8228.9434145266,197.384825385651,1380807094.94932,180569048.282189,134586.038145357,316.75463764941,1382539525.02095,180662356.399528,6952510642.11799,46032.6518315349,141909.754836207,6445432082.01921,12179636463.3437,2109852942.13335,6954037220.70641,42616.3733889451,40924517264.8559,20606968205.9879,2729930130.21091,3526540895.06511,27913842537.5286,10397045882.6239,6951366308.19156,6954246444.52202,6947935314.1809,6954561313.0231,2887372878.03496,2390682492.11764,23199.5640156329,16183.5800796799,45727.6055901583,27848.6616207613,45729.797284271,13314.342489828,41012.6692795547,2793.54327800364,24246.0314755205,37638.0881219877,9656.69862870903,22839.9976800806,2363.34180833505,84488.0265225581,32958.2455671208,90757.1939945218,45551.3509467898,56799.2868763212
"stress-ng --cpu 2 --cpu-method rand --timeout 10s",12.745,7386157.21413154,4357391.4739683,361438.281535931,38887.6437648825,2083.93229061893,38603.8416903873,25511.2716624762,7488363.210032,330.87041292194,4431566.72768779,8226.90833740743,632.795964660028,132724213.782594,78730.4971813637,84645.4093048342,310.64714221621,145876455.998481,91239.6419612426,6951103575.07078,50364.6479844133,135810.631687823,5754609454.58411,12478680030.469,4291649.26643945,6948186841.93959,43490.3474641169,41677902160.7254,745371.415628451,3723022.89524863,3548956871.17718,27897068334.6279,10393720564.7924,5759013501.1086,6952429074.09773,5757015675.62473,6956181493.39568,2887724093.49738,2390967777.55184,23599.599526257,16393.5008601384,47284.6756863454,28284.7760263472,47289.5580582327,13916.9519642933,41396.9210379343,2838.27659166379,22129.8512284015,35826.1569866864,12976.5539971042,30655.1536176044,2714.06743945576,107605.371610029,30800.8651539064,83910.6481482998,43066.5246395192,53139.3459959534
"stress-ng --cpu 2 --cpu-method rand48 --timeout 10s",18.315,7886533563.80461,4218639943.57825,415722.914237924,42185.2012138275,1509.69259542016,38985.4800314099,22660.7980154779,7854136210.37815,362.526820470237,4201301664.75725,8225.39260034295,463.923101111372,3851545024.6349,33935.1893785517,88892.876110894,308.446094249658,3856452768.79098,35824.6063939427,6950748343.8585,45295.5012631408,130740.080354433,5755029161.46776,24945823232.5058,4218285829.97328,6955202365.57728,42811.1447098364,34570505362.9534,750874.84101968,884156678.273078,3500383050.1525,27858577134.8699,10417354225.4891,5761508544.9293,6955805497.34496,5760103241.89745,6958638075.34219,2884641504.58379,2388602658.57151,22164.6389193889,13654.4454096268,44339.5736490186,27609.7533926174,44339.6732894056,13930.9217858511,44925.9607122754,2887.62539153976,25897.4539742508,43255.0576945311,9557.98384344136,23019.4346970575,2244.98677028736,85356.3301063406,31071.7308733956,86754.4655715114,44238.82901219,55251.2893671162
"stress-ng --cpu 2 --cpu-method rgb --timeout 10s",12.92,9582304.45277195,140579402.233608,380994.34334314,38982.0763345877,2152.67347124004,39421.3731221562,20531.4125697841,9847250.43867073,377.822778359194,140586140.863921,8238.04746174031,259.223996488368,23208550.6302263,18572.6836993215,97392.9801315658,427.941745512456,25033798.5998557,17471.4031647665,6955669383.10912,46862.1626501262,141900.734401074,6354215286.32574,4422777420.07231,154776542.187971,6951161252.98835,43371.0191752678,34545169770.5713,744103.713544216,3963796.46969338,3522104857.61587,27872144337.8617,10172142156.2496,6946238600.15038,6949544853.58934,6944133140.35258,6952830199.17068,2887894564.86083,2390946254.33241,28028.7766041891,19645.0816929095,43071.4627040297,26508.419121821,43072.6578581649,14276.3153369229,40944.5919256523,2616.49447278156,21921.7087744504,36022.72513355,11301.5865551622,26891.1772327452,2547.160519612,98392.9785262079,29307.4337416929,80830.896663768,41280.8209990696,51325.1597649863
"stress-ng --cpu 2 --cpu-method sieve --timeout 10s",15.025,2477499300.35981,1630952679.30579,399485.487197577,47941.36236031,2320.96503726141,38798.3565286998,21855.6795484872,2733305941.35358,356.642007706073,1799483959.73738,8232.90914190773,411.34889978149,1922046211.33783,844265.640305909,114808.084169238,346.903875829884,1922762325.12965,853803.617337553,6955888458.13891,48855.3839255704,143669.465284249,5758713764.82912,22478641016.4705,1630957402.20838,6955707932.16297,40998.1674357265,41647695807.9962,164013039.233772,3820844.4444766,3542380099.78897,27921634027.9941,10402818899.9795,6354368642.69135,6952770507.30313,6352759436.09599,6963631667.25538,2886464948.05527,2388858617.87914,23046.4429349466,15147.5953389029,46637.1956542894,27839.8878910667,46668.470383991,13487.6753885121,47806.0480337712,2810.16903141611,25561.3006977008,41703.1355669337,13749.7455632957,32480.3013705956,3046.15816182661,111516.561306287,34507.0289673771,92945.3450573913,47386.9243027134,58231.4641363503
"stress-ng --cpu 2 --cpu-method stats --timeout 10s",16.055,4234763862.58509,3234885179.44213,456521.748732865,40372.3362256712,1546.94663258231,37706.0913840813,21891.5453707408,4655694073.57943,365.232895193779,3556634535.44087,8232.72660033129,345.946666951631,3131149330.22516,3540239.30305598,171844.658871802,349.428910030182,2834463600.86851,3205747.06010904,6953620931.06871,48962.8686346231,138079.689236507,6352547747.66162,24913988486.6935,3558586970.27903,6949068500.59962,42980.1873443024,38092761976.2904,299343828.581588,152961202.064015,85534456.7083133,27896307130.0442,13850664058.1153,5754192671.34662,6946853768.2111,5751529653.44732,6957234331.60195,2885474042.36759,2388846598.42485,22526.2555444924,14377.1734073575,48658.743750144,28501.5589889243,48658.9430283001,14568.4288751839,44321.7124218822,2813.60573769189,28845.5857411935,47923.3509258492,8281.48510976035,20690.1679170923,1934.12594804149,76635.6075177742,33983.3078671352,93798.0068661391,47263.4188766542,59258.1716171186
"stress-ng --cpu 2 --cpu-method sqrt --timeout 10s",14.93,1814135994.15376,1810992045.61795,505374.882121629,39793.7202875519,2237.8258541978,36812.8018649086,20930.3412808028,1813493751.40033,384.903512255416,1810381744.04134,8222.79422827592,302.062055070848,2611189218.91637,41492.8034278388,110810.624460078,310.059492170694,2716125047.27654,42009.5343990066,6957080351.9544,49067.7651816994,139449.478500657,6354322386.19846,17223086445.9301,1814195516.6772,6953577133.41552,42265.6202694512,38093837773.6085,857330.885604988,3828559.97380467,3483059110.69513,27916363644.9601,10336144603.9322,6354435157.73114,6953137356.20625,6353672804.42885,6961461553.16017,2884958355.61675,2390353622.54397,24956.7280853311,16437.9244545272,46381.276148009,28421.6805609412,46384.4622564738,16568.2618468115,38790.7466279425,2833.73912225365,28362.403302562,43866.3055284196,10924.1373107616,26922.2550844972,2304.42615365553,98488.0483850692,30586.4666127677,84634.2690265282,43252.1044019576,54094.7077572738
"stress-ng --cpu 2 --cpu-method trig --timeout 10s",15.055,1344279007.0201,535826548.107872,716782.96985147,39970.5807620297,1898.06265264061,39163.0150076428,24775.4497542497,1483853550.11038,350.740015864655,591359584.352724,8235.82890993758,2100.42872252145,637518754.888458,513713.279890581,99457.8265736919,332.703201606127,637414697.293406,510010.357117753,6952195571.86276,50047.8699729798,138832.164172383,5756261404.46504,5652318501.13304,591119983.558291,6953429455.336,42080.8961611515,41604901338.1029,1468178596.92756,10112141378.9641,3481057289.87574,27859403750.8431,10399051704.9581,6006153581.31726,6948002480.41254,6004091333.31712,6956119438.50681,2887649348.95894,2389185247.81643,22068.2378668295,14073.1343006555,45201.451099727,27080.8937133659,45212.1129473649,12617.150779929,45853.2606505114,2855.6382591879,26571.1326810716,45040.3075808381,10620.4455221332,26293.5874777838,2367.94711006495,90306.6626395216,30771.0545958935,83690.1933451213,42750.8420210781,52488.7367615374
"stress-ng --cpu 2 --cpu-method union --timeout 10s",12.71,684145703.802718,427200951.353945,377296.475708037,42429.7349542904,2439.01731477337,38226.1507981233,24310.1418047103,684575329.79068,402.054476653637,427460190.937111,8244.9509422095,218.899863498327,47598203.155431,57690.3532170683,79091.443323175,315.120294174194,52020224.4702419,62835.3842864657,6957740962.11348,48076.1753769254,135384.374719148,5759936038.9765,5357215461.02146,427218569.410349,6953876759.30525,179245.800539041,41596650104.0772,830342.29709169,3824558.76956426,2924551042.87651,27884951654.1651,10409002950.6552,5759582079.587,6953330143.70567,5756928923.13556,6959283961.34312,2885482008.155,2390955113.15162,23127.3784624066,14910.5629996613,45736.222169978,28180.6430368978,45738.8113415559,13859.1383716031,45090.8153296194,3004.90534082182,28990.332863927,45746.6502165178,9891.90326528015,22492.4520306273,2375.66591943965,82238.1895467352,31729.0902688894,88159.7699274597,45009.6335598735,56240.0284036936
"stress-ng --cpu 2 --cpu-method zeta --timeout 10s",17.27,3711078961.55169,1388766010.89585,532077.255730409,42665.3418160094,2108.58121350117,38022.3107532641,21112.9318311996,3710646454.42895,463.566554796294,1388609881.92503,8266.6223533151,231.490472391121,3386672338.79371,53655.0641953439,146637.500762459,338.623900565012,3075539229.23857,49237.76435077,6955401907.0291,45839.4276345167,142623.714110023,6056058475.38313,18687174115.9591,1531965204.82356,6953461252.97052,42388.8407452064,41654856118.0004,857295.061181724,1227848843.51089,3526596122.18644,27950640601.4645,10338507114.279,5757448399.61577,6950830974.03178,5754549531.39138,6952215689.9352,2887252283.99753,2390900927.75702,21918.0073004048,13191.2908930394,51134.0245727365,30340.1217128093,51113.5994186343,17536.0409631759,40769.7479024589,2856.91026796383,24239.6423975898,37449.0948661011,10289.344523329,22355.4254911634,2140.84299430948,82503.6775183779,33303.578646627,93972.7766062518,47467.3127001244,60723.7907239035
